candidate_id,age,gender,education,previous_job_roles,experience (years),languages,skills
811480,51,Male,PhD,Veterinarian,5,"['Hindi', 'Konkani', 'Marathi']","{'Veterinary Medicine': 4, 'Animal Surgery': 3, 'Diagnostic Imaging': 2, 'Preventive Care': 6}"
281250,34,Male,High School,Accountant,2,['Kannada'],"{'Financial Accounting': 5, 'Taxation': 7, 'Auditing': 7, 'Accounting Software': 9}"
923649,27,Male,PhD,Environmental Scientist,9,"['English', 'Konkani']","{'Environmental Science': 2, 'Environmental Impact Assessment': 4, 'Data Analysis': 5, 'Field Sampling': 4}"
724930,39,Male,Bachelor's Degree,Hair Stylist,4,['English'],"{'Hairstyling': 10, 'Hair Coloring': 7, 'Haircutting': 7, 'Salon Management': 2}"
512813,44,Male,Bachelor's Degree,Librarian,2,"['English', 'Marathi']","{'Library Science': 1, 'Cataloging': 5, 'Reference Services': 7, 'Library Management': 2}"
292135,38,Other,Master's Degree,Electrician,8,"['English', 'Marathi', 'Konkani']","{'Electrical Wiring': 8, 'Electrical Maintenance': 2, 'Circuit Troubleshooting': 10, 'Safety Procedures': 8}"
524993,35,Female,High School,Project Manager,6,['Sanskrit'],"{'Project Management': 1, 'Risk Management': 3, 'Stakeholder Management': 6, 'Agile Methodologies': 2}"
818595,45,Male,Master's Degree,Sales Representative,5,['English'],"{'Sales Strategy': 10, 'Negotiation': 5, 'Client Relationship Management': 1, 'CRM Software': 7}"
301180,29,Male,High School,Legal Assistant,3,['Marathi'],"{'Legal Research': 4, 'Document Drafting': 1, 'Case Management': 9, 'Legal Writing': 2}"
580175,49,Male,Bachelor's Degree,Phlebotomist,6,"['Kannada', 'Sanskrit']","{'Phlebotomy': 0, 'Venipuncture': 8, 'Specimen Collection': 7, 'Medical Terminology': 4}"
932355,35,Male,PhD,Sales Representative,1,"['English', 'Hindi']","{'Sales Strategy': 4, 'Negotiation': 1, 'Client Relationship Management': 7, 'CRM Software': 9}"
23383,63,Female,PhD,Truck Driver,9,"['Marathi', 'Konkani']","{'Commercial Driving': 2, 'Route Planning': 4, 'Vehicle Maintenance': 3, 'Logistics': 2}"
193399,51,Female,PhD,Project Manager,7,"['Hindi', 'English', 'Marathi']","{'Project Management': 9, 'Risk Management': 6, 'Stakeholder Management': 4, 'Agile Methodologies': 5}"
288429,35,Other,Bachelor's Degree,Software Tester,4,['English'],"{'Software Testing': 7, 'Test Cases': 7, 'Bug Reporting': 7, 'Test Automation': 5}"
573887,62,Male,High School,Project Manager,6,['Marathi'],"{'Project Management': 1, 'Risk Management': 10, 'Stakeholder Management': 9, 'Agile Methodologies': 6}"
953584,34,Male,High School,Financial Analyst,7,"['Sanskrit', 'English']","{'Financial Analysis': 2, 'Accounting': 4, 'Excel': 8, 'Financial Modeling': 3}"
915954,50,Other,High School,Human Resources Manager,3,['Kannada'],"{'Recruitment': 3, 'Employee Relations': 10, 'Performance Management': 6, 'HR Policies': 10}"
232831,60,Other,PhD,Graphic Designer,2,"['Sanskrit', 'Konkani', 'Kannada']","{'Adobe Photoshop': 7, 'Adobe Illustrator': 2, 'Graphic Design': 5, 'Typography': 6}"
317260,52,Male,Bachelor's Degree,Customer Service Representative,0,['Hindi'],"{'Customer Support': 2, 'Communication Skills': 3, 'Problem Solving': 7, 'CRM Software': 4}"
369707,60,Other,PhD,Electrician,5,"['Hindi', 'Kannada', 'Sanskrit']","{'Electrical Wiring': 9, 'Electrical Maintenance': 6, 'Circuit Troubleshooting': 2, 'Safety Procedures': 5}"
247604,57,Male,Bachelor's Degree,Plumber,7,['Konkani'],"{'Plumbing': 8, 'Pipefitting': 6, 'Drain Cleaning': 1, 'Plumbing Tools': 8}"
578586,37,Female,Bachelor's Degree,Human Resources Manager,2,"['Konkani', 'Hindi', 'Marathi']","{'Recruitment': 10, 'Employee Relations': 0, 'Performance Management': 4, 'HR Policies': 6}"
115506,35,Male,High School,Data Scientist,10,"['English', 'Kannada']","{'Python': 7, 'R': 7, 'Machine Learning': 2, 'Data Analysis': 6, 'Statistics': 8}"
486350,54,Other,PhD,Pharmacist,9,"['Kannada', 'Sanskrit', 'Marathi']","{'Pharmacology': 3, 'Pharmacy Practice': 6, 'Medication Therapy Management': 3, 'Pharmaceutical Chemistry': 1}"
964509,49,Other,Bachelor's Degree,Medical Assistant,4,"['Sanskrit', 'Konkani']","{'Medical Assisting': 9, 'Medical Office Procedures': 8, 'Vital Signs Measurement': 0, 'Electronic Health Records': 10}"
105827,59,Male,High School,Electrician,9,"['Sanskrit', 'Hindi', 'Marathi']","{'Electrical Wiring': 10, 'Electrical Maintenance': 7, 'Circuit Troubleshooting': 3, 'Safety Procedures': 7}"
904253,42,Other,High School,Hair Stylist,5,"['Konkani', 'English', 'Hindi']","{'Hairstyling': 5, 'Hair Coloring': 9, 'Haircutting': 4, 'Salon Management': 4}"
939944,22,Female,Bachelor's Degree,Marketing Manager,10,"['Sanskrit', 'English']","{'Marketing Strategy': 7, 'Digital Marketing': 0, 'Social Media Marketing': 5, 'Market Research': 5}"
390088,32,Male,High School,Electrical Engineer,6,"['Sanskrit', 'English']","{'Electrical Engineering': 2, 'Circuit Design': 0, 'PLC Programming': 8, 'Power Systems': 8}"
698001,22,Male,Bachelor's Degree,Software Tester,8,"['Kannada', 'Hindi', 'Sanskrit']","{'Software Testing': 5, 'Test Cases': 2, 'Bug Reporting': 5, 'Test Automation': 0}"
999687,43,Other,Bachelor's Degree,UX/UI Designer,4,"['English', 'Konkani', 'Marathi']","{'User Experience Design': 4, 'User Interface Design': 5, 'Wireframing': 10, 'Prototyping': 9}"
804367,59,Male,High School,Software Tester,6,"['Kannada', 'Marathi', 'Sanskrit']","{'Software Testing': 5, 'Test Cases': 7, 'Bug Reporting': 7, 'Test Automation': 2}"
732670,59,Male,Master's Degree,Teacher,2,"['English', 'Konkani', 'Hindi']","{'Teaching': 6, 'Lesson Planning': 10, 'Classroom Management': 7, 'Curriculum Development': 8}"
586350,27,Male,Bachelor's Degree,Civil Engineer,5,"['Marathi', 'Kannada', 'Sanskrit']","{'Civil Engineering': 6, 'Structural Analysis': 6, 'Construction Management': 4, 'Geotechnical Engineering': 4}"
861351,51,Other,PhD,Teacher,3,"['English', 'Hindi']","{'Teaching': 10, 'Lesson Planning': 6, 'Classroom Management': 3, 'Curriculum Development': 4}"
84394,24,Other,High School,Social Worker,2,"['Sanskrit', 'English']","{'Social Services': 10, 'Case Management': 4, 'Counseling': 8, 'Community Outreach': 7}"
98629,63,Female,PhD,Plumber,7,"['Konkani', 'Marathi', 'English']","{'Plumbing': 2, 'Pipefitting': 0, 'Drain Cleaning': 3, 'Plumbing Tools': 0}"
132890,58,Female,PhD,Sales Representative,8,"['Sanskrit', 'Hindi', 'Kannada']","{'Sales Strategy': 0, 'Negotiation': 0, 'Client Relationship Management': 4, 'CRM Software': 4}"
865723,25,Other,PhD,Financial Analyst,9,"['Sanskrit', 'Marathi', 'Konkani']","{'Financial Analysis': 4, 'Accounting': 0, 'Excel': 2, 'Financial Modeling': 6}"
237031,29,Female,Master's Degree,UX/UI Designer,3,['Konkani'],"{'User Experience Design': 2, 'User Interface Design': 0, 'Wireframing': 1, 'Prototyping': 10}"
555945,30,Female,Bachelor's Degree,Quality Assurance Analyst,7,['Kannada'],"{'Quality Assurance': 5, 'Software Testing': 1, 'Test Automation': 9, 'Bug Tracking': 0}"
285593,44,Female,High School,Biologist,3,['Konkani'],"{'Biology': 7, 'Genetics': 4, 'Ecology': 9, 'Research Methods': 9}"
490180,54,Male,Bachelor's Degree,Customer Service Representative,0,"['Konkani', 'English']","{'Customer Support': 7, 'Communication Skills': 5, 'Problem Solving': 7, 'CRM Software': 3}"
976427,24,Female,PhD,Software Tester,2,"['Konkani', 'Sanskrit', 'Marathi']","{'Software Testing': 4, 'Test Cases': 4, 'Bug Reporting': 2, 'Test Automation': 7}"
123105,31,Female,Master's Degree,Event Planner,4,['Sanskrit'],"{'Event Planning': 7, 'Vendor Management': 9, 'Budgeting': 4, 'Event Coordination': 8}"
218160,28,Female,Master's Degree,Veterinarian,2,"['Sanskrit', 'Kannada', 'English']","{'Veterinary Medicine': 10, 'Animal Surgery': 5, 'Diagnostic Imaging': 0, 'Preventive Care': 10}"
874541,33,Female,Bachelor's Degree,Data Scientist,2,"['Sanskrit', 'Kannada', 'Hindi']","{'Python': 5, 'R': 1, 'Machine Learning': 10, 'Data Analysis': 8, 'Statistics': 8}"
963969,40,Male,Master's Degree,Biomedical Engineer,10,"['Konkani', 'English', 'Hindi']","{'Biomedical Engineering': 9, 'Medical Devices': 6, 'Biomechanics': 7, 'Bioinformatics': 0}"
657682,29,Male,Master's Degree,Mechanical Engineer,9,['Sanskrit'],"{'AutoCAD': 1, 'Mechanical Design': 4, 'SolidWorks': 10, 'Manufacturing Processes': 2}"
536185,62,Female,Master's Degree,Translator,3,['Marathi'],"{'Translation': 3, 'Language Proficiency': 5, 'Interpreting': 4, 'Cultural Sensitivity': 8}"
724277,61,Male,PhD,Truck Driver,3,['Hindi'],"{'Commercial Driving': 8, 'Route Planning': 4, 'Vehicle Maintenance': 3, 'Logistics': 9}"
332443,50,Female,Bachelor's Degree,Medical Assistant,7,"['Konkani', 'English', 'Hindi']","{'Medical Assisting': 9, 'Medical Office Procedures': 1, 'Vital Signs Measurement': 3, 'Electronic Health Records': 8}"
859471,43,Other,Master's Degree,Quality Assurance Analyst,4,"['Konkani', 'Kannada', 'Hindi']","{'Quality Assurance': 6, 'Software Testing': 4, 'Test Automation': 6, 'Bug Tracking': 2}"
941575,42,Other,Master's Degree,Marketing Manager,4,"['Kannada', 'Hindi', 'Sanskrit']","{'Marketing Strategy': 5, 'Digital Marketing': 1, 'Social Media Marketing': 9, 'Market Research': 0}"
666604,35,Other,Bachelor's Degree,Human Resources Manager,8,"['Marathi', 'English', 'Konkani']","{'Recruitment': 10, 'Employee Relations': 7, 'Performance Management': 10, 'HR Policies': 7}"
378276,41,Female,Master's Degree,Plumber,5,['Konkani'],"{'Plumbing': 6, 'Pipefitting': 4, 'Drain Cleaning': 5, 'Plumbing Tools': 0}"
676436,45,Female,High School,Civil Engineer,10,"['Sanskrit', 'Kannada', 'Konkani']","{'Civil Engineering': 9, 'Structural Analysis': 6, 'Construction Management': 4, 'Geotechnical Engineering': 7}"
213329,26,Male,Bachelor's Degree,Customer Service Representative,4,"['Hindi', 'English', 'Kannada']","{'Customer Support': 5, 'Communication Skills': 6, 'Problem Solving': 3, 'CRM Software': 7}"
27777,26,Female,Master's Degree,Security Guard,5,"['Marathi', 'Sanskrit', 'Konkani']","{'Security Operations': 4, 'Surveillance': 8, 'Security Patrolling': 4, 'Emergency Response': 6}"
687885,64,Other,High School,Legal Assistant,0,"['Kannada', 'English', 'Hindi']","{'Legal Research': 5, 'Document Drafting': 0, 'Case Management': 0, 'Legal Writing': 3}"
893823,26,Male,High School,Web Developer,3,['Hindi'],"{'HTML': 10, 'CSS': 9, 'JavaScript': 2, 'Responsive Web Design': 3}"
996567,35,Male,PhD,Data Entry Clerk,6,"['Konkani', 'Sanskrit']","{'Data Entry': 8, 'Typing': 3, 'Data Management': 0, 'Microsoft Excel': 10}"
162453,30,Other,PhD,Electrician,9,"['Marathi', 'Konkani']","{'Electrical Wiring': 3, 'Electrical Maintenance': 4, 'Circuit Troubleshooting': 8, 'Safety Procedures': 8}"
464711,28,Male,PhD,Dentist,8,"['Konkani', 'Kannada', 'Hindi']","{'Dentistry': 9, 'Oral Surgery': 7, 'Dental Implants': 5, 'Endodontics': 0}"
739145,25,Male,PhD,Project Manager,0,['English'],"{'Project Management': 4, 'Risk Management': 6, 'Stakeholder Management': 7, 'Agile Methodologies': 8}"
855673,57,Other,PhD,Content Writer,2,"['Konkani', 'English', 'Kannada']","{'Content Writing': 5, 'Copywriting': 2, 'SEO': 1, 'Blogging': 2}"
23494,47,Male,Bachelor's Degree,Mechanical Engineer,4,"['Kannada', 'Sanskrit', 'Konkani']","{'AutoCAD': 8, 'Mechanical Design': 7, 'SolidWorks': 6, 'Manufacturing Processes': 6}"
545249,50,Male,PhD,Software Tester,7,"['Hindi', 'Kannada']","{'Software Testing': 4, 'Test Cases': 5, 'Bug Reporting': 8, 'Test Automation': 5}"
636185,56,Male,High School,Photographer,3,"['Hindi', 'Konkani', 'Sanskrit']","{'Photography': 9, 'Digital Editing': 8, 'Composition': 5, 'Lighting Techniques': 6}"
833398,55,Male,PhD,Web Developer,2,"['Marathi', 'English']","{'HTML': 5, 'CSS': 7, 'JavaScript': 4, 'Responsive Web Design': 6}"
820940,35,Female,PhD,Customer Service Representative,7,['Hindi'],"{'Customer Support': 10, 'Communication Skills': 10, 'Problem Solving': 3, 'CRM Software': 10}"
447421,40,Female,PhD,Network Engineer,5,"['Hindi', 'Marathi']","{'Network Engineering': 8, 'Routing and Switching': 2, 'Firewall Configuration': 0, 'Network Security': 2}"
316076,46,Male,Bachelor's Degree,Civil Engineer,10,['Marathi'],"{'Civil Engineering': 4, 'Structural Analysis': 6, 'Construction Management': 5, 'Geotechnical Engineering': 9}"
292270,44,Male,Bachelor's Degree,Software Engineer,2,"['English', 'Kannada']","{'Python': 0, 'Java': 0, 'SQL': 4, 'JavaScript': 0, 'Software Development': 0}"
510061,42,Other,Bachelor's Degree,Security Guard,0,['Hindi'],"{'Security Operations': 5, 'Surveillance': 9, 'Security Patrolling': 9, 'Emergency Response': 10}"
769303,46,Other,Bachelor's Degree,Biologist,2,['Sanskrit'],"{'Biology': 5, 'Genetics': 8, 'Ecology': 1, 'Research Methods': 6}"
673789,23,Other,High School,Sales Representative,2,"['Marathi', 'Konkani']","{'Sales Strategy': 7, 'Negotiation': 6, 'Client Relationship Management': 3, 'CRM Software': 4}"
671177,49,Male,Bachelor's Degree,Chef,10,"['Kannada', 'Marathi', 'Sanskrit']","{'Culinary Arts': 5, 'Food Safety': 3, 'Menu Planning': 0, 'Cuisine Techniques': 6}"
922518,31,Female,Master's Degree,Biomedical Engineer,5,"['Hindi', 'English', 'Sanskrit']","{'Biomedical Engineering': 8, 'Medical Devices': 5, 'Biomechanics': 1, 'Bioinformatics': 0}"
22511,57,Female,High School,Biologist,0,['Marathi'],"{'Biology': 0, 'Genetics': 4, 'Ecology': 0, 'Research Methods': 2}"
487416,53,Male,Master's Degree,Electrician,8,['English'],"{'Electrical Wiring': 0, 'Electrical Maintenance': 3, 'Circuit Troubleshooting': 5, 'Safety Procedures': 0}"
381009,28,Female,High School,UX/UI Designer,8,['Kannada'],"{'User Experience Design': 4, 'User Interface Design': 1, 'Wireframing': 4, 'Prototyping': 7}"
804842,35,Male,High School,Network Engineer,9,['Kannada'],"{'Network Engineering': 4, 'Routing and Switching': 10, 'Firewall Configuration': 7, 'Network Security': 9}"
210178,50,Female,PhD,Hair Stylist,9,"['Kannada', 'English', 'Marathi']","{'Hairstyling': 3, 'Hair Coloring': 5, 'Haircutting': 9, 'Salon Management': 8}"
449916,29,Other,High School,Biomedical Engineer,2,['Hindi'],"{'Biomedical Engineering': 1, 'Medical Devices': 10, 'Biomechanics': 8, 'Bioinformatics': 5}"
463813,47,Male,PhD,Financial Analyst,5,['Hindi'],"{'Financial Analysis': 0, 'Accounting': 9, 'Excel': 8, 'Financial Modeling': 5}"
39108,47,Female,Bachelor's Degree,Librarian,10,['Kannada'],"{'Library Science': 3, 'Cataloging': 10, 'Reference Services': 5, 'Library Management': 6}"
922736,36,Female,Master's Degree,Marketing Manager,1,"['Konkani', 'Sanskrit']","{'Marketing Strategy': 1, 'Digital Marketing': 8, 'Social Media Marketing': 3, 'Market Research': 1}"
779827,40,Female,Bachelor's Degree,Photographer,8,"['Konkani', 'English']","{'Photography': 7, 'Digital Editing': 6, 'Composition': 2, 'Lighting Techniques': 7}"
294772,34,Female,Bachelor's Degree,Web Developer,3,"['Hindi', 'Marathi', 'English']","{'HTML': 9, 'CSS': 7, 'JavaScript': 1, 'Responsive Web Design': 10}"
594767,52,Female,PhD,Journalist,4,"['English', 'Sanskrit', 'Hindi']","{'Journalism': 4, 'News Reporting': 4, 'Investigative Journalism': 1, 'Interviewing': 5}"
98749,58,Female,Bachelor's Degree,Dentist,7,['English'],"{'Dentistry': 3, 'Oral Surgery': 8, 'Dental Implants': 3, 'Endodontics': 2}"
217254,43,Female,High School,Veterinarian,3,['Sanskrit'],"{'Veterinary Medicine': 1, 'Animal Surgery': 0, 'Diagnostic Imaging': 3, 'Preventive Care': 5}"
228015,29,Other,Master's Degree,Hair Stylist,3,"['Kannada', 'Marathi', 'Konkani']","{'Hairstyling': 3, 'Hair Coloring': 7, 'Haircutting': 10, 'Salon Management': 9}"
733852,37,Other,Bachelor's Degree,Electrical Engineer,4,"['Sanskrit', 'English']","{'Electrical Engineering': 8, 'Circuit Design': 7, 'PLC Programming': 0, 'Power Systems': 0}"
402353,63,Other,Master's Degree,Web Developer,5,['Konkani'],"{'HTML': 5, 'CSS': 9, 'JavaScript': 2, 'Responsive Web Design': 9}"
305143,60,Male,PhD,Graphic Designer,5,"['English', 'Kannada']","{'Adobe Photoshop': 5, 'Adobe Illustrator': 2, 'Graphic Design': 8, 'Typography': 0}"
956091,47,Other,Bachelor's Degree,Financial Analyst,10,['English'],"{'Financial Analysis': 2, 'Accounting': 6, 'Excel': 4, 'Financial Modeling': 3}"
901017,62,Female,Bachelor's Degree,Truck Driver,3,"['Sanskrit', 'English']","{'Commercial Driving': 0, 'Route Planning': 3, 'Vehicle Maintenance': 6, 'Logistics': 2}"
970650,60,Female,High School,Chef,2,"['Konkani', 'Sanskrit']","{'Culinary Arts': 3, 'Food Safety': 1, 'Menu Planning': 7, 'Cuisine Techniques': 3}"
957599,49,Other,High School,Librarian,1,['Konkani'],"{'Library Science': 6, 'Cataloging': 2, 'Reference Services': 3, 'Library Management': 5}"
259160,34,Other,High School,Phlebotomist,2,"['Hindi', 'English', 'Konkani']","{'Phlebotomy': 0, 'Venipuncture': 9, 'Specimen Collection': 5, 'Medical Terminology': 2}"
945411,41,Female,Master's Degree,Fitness Trainer,0,"['Konkani', 'Hindi', 'Sanskrit']","{'Personal Training': 4, 'Fitness Programming': 9, 'Nutrition Counseling': 1, 'Strength Training': 10}"
834805,28,Female,High School,Geologist,9,"['English', 'Kannada', 'Marathi']","{'Geology': 3, 'Geological Mapping': 8, 'Mineral Exploration': 6, 'Field Work': 1}"
76087,26,Other,Bachelor's Degree,Security Guard,8,"['Marathi', 'Hindi']","{'Security Operations': 5, 'Surveillance': 6, 'Security Patrolling': 4, 'Emergency Response': 5}"
984304,56,Male,High School,Marketing Manager,9,"['Marathi', 'Sanskrit', 'Kannada']","{'Marketing Strategy': 6, 'Digital Marketing': 2, 'Social Media Marketing': 1, 'Market Research': 7}"
287644,37,Female,PhD,Security Guard,10,['Konkani'],"{'Security Operations': 2, 'Surveillance': 1, 'Security Patrolling': 8, 'Emergency Response': 3}"
874011,30,Female,Bachelor's Degree,Teacher,2,"['English', 'Konkani']","{'Teaching': 7, 'Lesson Planning': 4, 'Classroom Management': 2, 'Curriculum Development': 0}"
163091,47,Male,Master's Degree,Legal Assistant,9,"['English', 'Hindi', 'Marathi']","{'Legal Research': 10, 'Document Drafting': 1, 'Case Management': 1, 'Legal Writing': 4}"
772395,58,Female,PhD,Security Guard,6,['Hindi'],"{'Security Operations': 10, 'Surveillance': 5, 'Security Patrolling': 2, 'Emergency Response': 4}"
204584,26,Male,Master's Degree,Marketing Manager,8,['Kannada'],"{'Marketing Strategy': 7, 'Digital Marketing': 1, 'Social Media Marketing': 6, 'Market Research': 0}"
85803,41,Other,High School,Veterinarian,3,"['Kannada', 'Sanskrit', 'Hindi']","{'Veterinary Medicine': 6, 'Animal Surgery': 5, 'Diagnostic Imaging': 2, 'Preventive Care': 5}"
955220,58,Male,PhD,Executive Assistant,3,['Kannada'],"{'Administrative Support': 4, 'Calendar Management': 7, 'Meeting Coordination': 1, 'Travel Arrangements': 3}"
496942,49,Female,PhD,Architect,5,"['Kannada', 'Sanskrit', 'Marathi']","{'AutoCAD': 0, 'Architecture Design': 9, 'Building Regulations': 9, 'Construction Management': 5}"
725210,63,Other,Bachelor's Degree,Environmental Scientist,3,"['Marathi', 'Konkani']","{'Environmental Science': 5, 'Environmental Impact Assessment': 7, 'Data Analysis': 8, 'Field Sampling': 9}"
242963,34,Female,Bachelor's Degree,Electrician,3,"['Sanskrit', 'Konkani']","{'Electrical Wiring': 5, 'Electrical Maintenance': 8, 'Circuit Troubleshooting': 9, 'Safety Procedures': 9}"
816490,29,Other,Bachelor's Degree,Network Engineer,7,"['English', 'Marathi', 'Konkani']","{'Network Engineering': 0, 'Routing and Switching': 7, 'Firewall Configuration': 10, 'Network Security': 0}"
430794,57,Other,High School,Security Guard,1,"['Marathi', 'English', 'Sanskrit']","{'Security Operations': 4, 'Surveillance': 10, 'Security Patrolling': 6, 'Emergency Response': 6}"
211071,54,Other,PhD,Hair Stylist,5,"['Kannada', 'English']","{'Hairstyling': 9, 'Hair Coloring': 7, 'Haircutting': 6, 'Salon Management': 6}"
512308,23,Other,High School,Executive Assistant,8,"['Konkani', 'Hindi', 'Marathi']","{'Administrative Support': 1, 'Calendar Management': 10, 'Meeting Coordination': 8, 'Travel Arrangements': 4}"
495030,33,Other,PhD,Flight Attendant,6,"['Kannada', 'Konkani', 'Hindi']","{'Cabin Crew': 9, 'Emergency Procedures': 1, 'Customer Service': 1, 'Safety Regulations': 9}"
567671,28,Male,Bachelor's Degree,Project Manager,2,"['Kannada', 'Hindi']","{'Project Management': 6, 'Risk Management': 8, 'Stakeholder Management': 0, 'Agile Methodologies': 6}"
595215,34,Male,Bachelor's Degree,Truck Driver,8,"['Konkani', 'English']","{'Commercial Driving': 8, 'Route Planning': 3, 'Vehicle Maintenance': 9, 'Logistics': 4}"
99852,52,Female,Master's Degree,Biomedical Engineer,3,"['Konkani', 'Marathi']","{'Biomedical Engineering': 4, 'Medical Devices': 8, 'Biomechanics': 3, 'Bioinformatics': 2}"
932667,34,Female,Master's Degree,Accountant,0,['Marathi'],"{'Financial Accounting': 0, 'Taxation': 5, 'Auditing': 3, 'Accounting Software': 0}"
381749,61,Female,High School,Geologist,5,"['Hindi', 'English']","{'Geology': 9, 'Geological Mapping': 6, 'Mineral Exploration': 3, 'Field Work': 2}"
708227,28,Female,Bachelor's Degree,Electrician,3,"['Sanskrit', 'Kannada', 'Hindi']","{'Electrical Wiring': 4, 'Electrical Maintenance': 2, 'Circuit Troubleshooting': 7, 'Safety Procedures': 9}"
421154,26,Other,PhD,Geologist,8,"['Konkani', 'Marathi']","{'Geology': 3, 'Geological Mapping': 7, 'Mineral Exploration': 9, 'Field Work': 6}"
187742,22,Other,Master's Degree,Marketing Manager,1,['English'],"{'Marketing Strategy': 2, 'Digital Marketing': 2, 'Social Media Marketing': 8, 'Market Research': 6}"
596233,25,Male,PhD,Librarian,7,"['Marathi', 'Hindi']","{'Library Science': 6, 'Cataloging': 3, 'Reference Services': 4, 'Library Management': 6}"
536777,24,Female,Bachelor's Degree,Flight Attendant,7,"['English', 'Konkani', 'Marathi']","{'Cabin Crew': 1, 'Emergency Procedures': 7, 'Customer Service': 9, 'Safety Regulations': 8}"
261583,33,Female,PhD,Registered Nurse,0,"['Konkani', 'Hindi']","{'Nursing': 8, 'Patient Care': 10, 'Medical Terminology': 2, 'Emergency Medicine': 4}"
846517,61,Male,High School,Sales Representative,6,"['Kannada', 'Konkani', 'Hindi']","{'Sales Strategy': 0, 'Negotiation': 0, 'Client Relationship Management': 6, 'CRM Software': 2}"
487349,32,Female,Bachelor's Degree,Chef,9,['Sanskrit'],"{'Culinary Arts': 2, 'Food Safety': 9, 'Menu Planning': 5, 'Cuisine Techniques': 3}"
912386,51,Male,Master's Degree,Veterinarian,3,"['Konkani', 'Sanskrit', 'Kannada']","{'Veterinary Medicine': 5, 'Animal Surgery': 0, 'Diagnostic Imaging': 5, 'Preventive Care': 0}"
920869,64,Female,PhD,Civil Engineer,5,"['Konkani', 'Marathi', 'English']","{'Civil Engineering': 6, 'Structural Analysis': 10, 'Construction Management': 1, 'Geotechnical Engineering': 10}"
453973,54,Male,Master's Degree,Medical Assistant,1,"['Sanskrit', 'Konkani']","{'Medical Assisting': 3, 'Medical Office Procedures': 3, 'Vital Signs Measurement': 0, 'Electronic Health Records': 9}"
105282,43,Female,Master's Degree,IT Support Specialist,6,"['Konkani', 'Marathi']","{'Technical Support': 1, 'Troubleshooting': 0, 'Network Administration': 9, 'Hardware Repair': 6}"
731541,53,Male,PhD,Fitness Trainer,1,['Hindi'],"{'Personal Training': 1, 'Fitness Programming': 9, 'Nutrition Counseling': 0, 'Strength Training': 0}"
248779,35,Female,High School,Phlebotomist,6,['Hindi'],"{'Phlebotomy': 7, 'Venipuncture': 0, 'Specimen Collection': 5, 'Medical Terminology': 1}"
955591,26,Male,Bachelor's Degree,Biologist,9,['English'],"{'Biology': 9, 'Genetics': 5, 'Ecology': 1, 'Research Methods': 5}"
120186,50,Female,Master's Degree,Social Worker,3,['Hindi'],"{'Social Services': 3, 'Case Management': 8, 'Counseling': 4, 'Community Outreach': 3}"
461706,25,Female,Master's Degree,Biologist,5,"['Konkani', 'Kannada']","{'Biology': 8, 'Genetics': 0, 'Ecology': 1, 'Research Methods': 10}"
314710,42,Male,High School,Legal Assistant,0,"['Hindi', 'Sanskrit']","{'Legal Research': 3, 'Document Drafting': 8, 'Case Management': 10, 'Legal Writing': 9}"
519422,53,Other,Bachelor's Degree,Software Tester,4,"['Hindi', 'Kannada', 'Sanskrit']","{'Software Testing': 3, 'Test Cases': 8, 'Bug Reporting': 0, 'Test Automation': 4}"
21461,23,Male,Master's Degree,Quality Assurance Analyst,5,['Kannada'],"{'Quality Assurance': 10, 'Software Testing': 10, 'Test Automation': 2, 'Bug Tracking': 8}"
590252,27,Male,Master's Degree,Software Engineer,4,['Konkani'],"{'Python': 7, 'Java': 10, 'SQL': 7, 'JavaScript': 2, 'Software Development': 4}"
419714,60,Male,Master's Degree,Customer Service Representative,7,"['Sanskrit', 'Marathi']","{'Customer Support': 10, 'Communication Skills': 3, 'Problem Solving': 5, 'CRM Software': 10}"
705996,54,Male,PhD,Software Tester,3,"['Sanskrit', 'Kannada', 'Hindi']","{'Software Testing': 3, 'Test Cases': 6, 'Bug Reporting': 2, 'Test Automation': 10}"
168544,32,Male,PhD,Project Manager,10,['Marathi'],"{'Project Management': 1, 'Risk Management': 7, 'Stakeholder Management': 7, 'Agile Methodologies': 6}"
785259,37,Male,PhD,Human Resources Manager,0,['English'],"{'Recruitment': 1, 'Employee Relations': 1, 'Performance Management': 4, 'HR Policies': 0}"
895275,50,Male,High School,Electrical Engineer,1,"['English', 'Hindi', 'Kannada']","{'Electrical Engineering': 4, 'Circuit Design': 4, 'PLC Programming': 10, 'Power Systems': 10}"
632001,42,Male,PhD,Customer Service Representative,4,"['Hindi', 'Sanskrit']","{'Customer Support': 1, 'Communication Skills': 2, 'Problem Solving': 0, 'CRM Software': 6}"
525326,65,Other,Master's Degree,Translator,0,"['Sanskrit', 'Marathi']","{'Translation': 2, 'Language Proficiency': 1, 'Interpreting': 0, 'Cultural Sensitivity': 2}"
709184,42,Other,Master's Degree,Electrician,0,"['Sanskrit', 'Kannada', 'Marathi']","{'Electrical Wiring': 8, 'Electrical Maintenance': 1, 'Circuit Troubleshooting': 5, 'Safety Procedures': 1}"
845400,28,Male,Bachelor's Degree,Plumber,5,"['Konkani', 'English', 'Hindi']","{'Plumbing': 2, 'Pipefitting': 6, 'Drain Cleaning': 6, 'Plumbing Tools': 5}"
127498,55,Other,Bachelor's Degree,Marketing Manager,3,['Hindi'],"{'Marketing Strategy': 1, 'Digital Marketing': 2, 'Social Media Marketing': 4, 'Market Research': 8}"
